Group,Mouse,Day,Rec.Session,Trial,File,Site,Cell_ID,GCID,Cell_TYPE,% Bad WF,Peak mV,Swing mV,Width usec,Amp. Assym,RMS,train_Nspk,train_FRpeak,train_FRmean,train % ISI < 2ms,train_CSI_swing,train_CSI_peaks,train_Lratio,train_Isol.D,train_ISI_mode_ms,train_ISI_mean_ms,B_num_total,B_num_per_min,B_ibi_sec,B_dur_msec,Nspk_B_Nspk_train_ratio,Spk_per_burst,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Unnamed: 51,Group_Label
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT1_cut,CA1,3,2153610103,PYR_nWf,9.5989,0.1758,0.2409,196.8504,-0.4592,0.0658,1396,4.0961,0.5042,0.2865,12.6074,10.3152,0.0169,30.241,5.0,1927.7607,219.0,4.7454,11.7954,8.6928,0.3689,2.3516,163,41.0,9.0,6.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT1_cut,CA1,4,2153610104,PYR_nWf,9.375,0.1787,0.2489,181.1024,-0.4363,0.0683,160,0.1855,0.0578,0.0,6.875,4.375,0.1136,18.5753,4.032,16430.3396,15.0,0.325,90.1678,7.3959,0.1938,2.0667,14,1.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT1_cut,CA1,6,2153610106,PYR,12.963,0.1268,0.1774,291.3386,-0.4287,0.0496,54,0.0753,0.0195,0.0,9.2593,9.2593,0.2793,13.9385,6.562,49520.2394,1.0,0.0217,,6.562,0.037,2.0,1,,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT1_cut,CA1,8,2153610108,PYR,1.5991,0.1067,0.1455,299.2126,-0.4664,0.0397,1751,21.9728,0.6324,0.0571,5.9966,2.3415,0.4859,12.0149,4.188,1566.7472,182.0,3.9437,14.3681,7.456,0.2233,2.1484,159,19.0,4.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT1_cut,CA1,10,2153610110,PYR,9.0052,0.138,0.1848,299.2126,-0.4935,0.0515,955,22.2827,0.3449,0.0,6.178,4.5026,0.1492,17.0397,4.656,2773.2667,118.0,2.5569,18.9044,8.7723,0.2806,2.2712,95,17.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT1_cut,CA1,14,2153610114,PYR,1.0909,0.113,0.158,299.2126,-0.4306,0.044,275,0.7245,0.0993,0.0,5.4545,1.0909,0.6159,11.3098,5.031,9962.932,15.0,0.325,192.6479,7.5625,0.1127,2.0667,14,1.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT2_cut,CA1,1,2153610201,PYR_nWf,11.6972,0.1872,0.2832,181.1024,-0.3215,0.0726,436,3.9845,0.1575,0.0,27.5229,12.844,0.199,18.7633,3.719,5974.0363,68.0,1.4735,21.0543,7.3597,0.3647,2.3382,49,15.0,4.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT2_cut,CA1,2,2153610202,PYR_nWf,17.4613,0.2109,0.299,196.8504,-0.4106,0.0824,1615,46.071,0.5832,0.3715,15.356,10.4025,0.3973,13.0123,4.625,1711.7091,215.0,4.6588,12.8235,8.1757,0.3121,2.3442,161,40.0,9.0,4.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT2_cut,CA1,4,2153610204,PYR_nWf,24.031,0.1718,0.2762,188.9764,-0.2441,0.0746,129,6.0658,0.0466,0.0,23.2558,9.3023,0.0861,18.8554,4.781,16630.21,32.0,0.6934,10.6255,8.0664,0.5426,2.1875,26,6.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT2_cut,CA1,5,2153610205,PYR,21.6842,0.2255,0.3569,212.5984,-0.2636,0.0939,475,1.7995,0.1715,0.2105,19.1579,18.7368,0.4624,12.8256,4.5,5676.574,53.0,1.1484,32.4924,7.8202,0.2632,2.3585,37,13.0,3.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT2_cut,CA1,6,2153610206,PYR,7.2432,0.1734,0.2752,346.4567,-0.2598,0.0783,925,4.2653,0.3341,0.0,25.8378,24.3243,0.1933,15.9362,5.5,2400.4239,131.0,2.8386,12.5332,7.4821,0.2973,2.0992,121,8.0,1.0,1.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT2_cut,CA1,7,2153610207,PYR,12.3043,0.1094,0.1659,283.4646,-0.319,0.0481,894,3.6477,0.3229,0.0,7.3826,2.6846,0.2619,14.7012,3.969,3071.4432,97.0,2.1019,27.8553,7.4656,0.236,2.1753,83,11.0,3.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT2_cut,CA1,9,2153610209,PYR_nWf,9.4044,0.1662,0.2574,196.8504,-0.2912,0.0701,638,8.3668,0.2304,0.0,26.6458,20.0627,0.115,21.9143,4.625,4130.5156,104.0,2.2535,18.4202,8.7741,0.4154,2.5481,62,32.0,7.0,1.0,2.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT2_cut,CA1,10,2153610210,PYR,22.4914,0.1131,0.1645,354.3307,-0.3751,0.0499,4086,45.4344,1.4756,0.2937,14.2927,8.1253,0.3963,12.7576,4.75,674.6791,580.0,12.5678,4.7147,7.6078,0.3179,2.2397,460,104.0,14.0,1.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT2_cut,CA1,15,2153610215,PYR,8.0851,0.3001,0.4611,220.4724,-0.3017,0.128,235,1.6808,0.0849,0.0,34.4681,31.0638,0.0503,32.3845,6.0,6733.617,33.0,0.7151,33.4357,9.858,0.3574,2.5455,18,12.0,3.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT3_cut,CA1,2,2153610302,PYR_nWf,9.4198,0.2335,0.3148,173.2283,-0.4834,0.081,1603,3.2641,0.5789,0.1248,10.9794,8.3593,0.1797,19.6364,7.844,1698.7509,183.0,3.9654,12.2241,7.9809,0.2539,2.224,144,37.0,2.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT3_cut,CA1,4,2153610304,PYR_nWf,6.0423,0.1974,0.2962,173.2283,-0.3328,0.0739,993,18.5191,0.3586,0.0,20.5438,11.8832,0.2108,19.9848,7.75,2556.3423,104.0,2.2535,7.8019,7.2536,0.2236,2.1346,90,14.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT3_cut,CA1,5,2153610305,PYR_nWf,8.6914,0.2993,0.4327,181.1024,-0.3833,0.1177,1024,2.1577,0.3698,0.0977,15.332,8.4961,0.0563,28.8744,3.75,2449.9318,123.0,2.6653,17.4612,7.5656,0.2598,2.1626,104,18.0,1.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT3_cut,CA1,6,2153610306,PYR_nWf,6.5207,0.2079,0.2501,181.1024,-0.6631,0.0692,2009,27.4084,0.7255,0.1493,7.3171,4.1314,0.108,21.5373,4.375,1378.2481,226.0,4.8971,12.2122,8.8803,0.2703,2.4027,169,34.0,13.0,9.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT3_cut,CA1,9,2153610309,PYR,18.5915,0.1155,0.1826,307.0866,-0.2653,0.0512,1775,16.1277,0.641,0.0,9.6338,9.0704,0.0895,35.7954,6.031,798.5008,80.0,1.7335,9.075,7.952,0.0952,2.1125,71,9.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT3_cut,CA1,10,2153610310,PYR,11.9205,0.1362,0.1885,275.5906,-0.4451,0.0535,151,19.1264,0.0545,0.0,9.9338,8.6093,0.8703,10.0552,54.875,17976.5013,17.0,0.3684,167.3379,6.5716,0.2384,2.1176,15,2.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT3_cut,CA1,11,2153610311,PYR_nWf,9.1864,0.1795,0.2457,181.1024,-0.4616,0.0643,762,5.7724,0.2752,0.0,8.7927,7.7428,0.2252,16.2956,4.531,3620.5153,81.0,1.7552,32.5781,7.8626,0.2336,2.1975,68,10.0,3.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT3_cut,CA1,14,2153610314,PYR,39.6364,0.1644,0.2307,543.3071,-0.4256,0.0695,1375,6.6971,0.4966,0.2909,14.1818,8.5091,0.4718,12.2815,4.594,1992.9391,107.0,2.3186,23.0994,8.39,0.1738,2.2336,84,21.0,2.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT5_cut,CA1,1,2153610501,PYR,10.7692,0.2103,0.3018,204.7244,-0.3938,0.0852,650,1.842,0.2347,0.0,9.0769,4.1538,0.2139,17.5058,4.219,4076.1571,49.0,1.0618,49.8654,7.5683,0.1646,2.1837,42,5.0,2.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT5_cut,CA1,4,2153610504,PYR,10.6641,0.2668,0.3728,299.2126,-0.4313,0.1085,1566,10.0681,0.5656,0.0639,40.8046,35.3129,0.1057,26.4821,5.0,1709.5263,413.0,8.9492,4.1407,9.112,0.659,2.4988,246,134.0,27.0,6.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT5_cut,CA1,10,2153610510,PYR,18.0371,0.3273,0.5174,283.4646,-0.2651,0.1469,377,4.8435,0.1362,0.0,39.5225,34.748,0.4933,11.9852,3.687,7298.5431,79.0,1.7118,18.4099,18.4668,0.4775,2.2785,59,18.0,2.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT5_cut,CA1,11,2153610511,PYR,15.7407,0.2498,0.3646,204.7244,-0.3702,0.1003,216,0.5269,0.078,0.0,13.8889,7.4074,0.5897,10.6003,4.438,10916.2903,17.0,0.3684,83.9796,9.0607,0.1713,2.1765,14,3.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT5_cut,CA1,13,2153610513,PYR,17.7723,0.2536,0.4534,251.9685,-0.1188,0.1311,1221,6.6388,0.441,0.1638,38.7387,30.3849,0.1176,26.0675,7.0,2181.2766,242.0,5.2438,7.7176,7.9322,0.4308,2.1736,205,32.0,5.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT5_cut,CA1,16,2153610516,PYR,21.5385,0.3631,0.5668,244.0945,-0.2813,0.1518,260,1.6998,0.0939,0.0,26.1538,24.6154,0.2207,15.65,5.875,10340.2302,33.0,0.7151,40.5086,7.3465,0.2808,2.2121,27,5.0,1.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT6_cut,CA1,1,2153610601,PYR,5.8184,0.1333,0.1909,338.5827,-0.3967,0.0567,6806,45.3881,2.458,0.4114,23.9641,19.8501,0.3454,15.0154,4.75,404.2499,1393.0,30.1845,1.9687,7.6136,0.4724,2.308,1055,275.0,44.0,12.0,5.0,2.0,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT6_cut,CA1,2,2153610602,PYR,11.5893,0.109,0.1631,299.2126,-0.336,0.0487,6506,15.1298,2.3496,0.4765,19.6127,13.3108,0.6926,10.6005,4.625,425.138,1027.0,22.2538,2.6508,7.3169,0.3583,2.2697,803,187.0,23.0,12.0,2.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY02,DAY02_2021-03-03_11-36-10,08_S2,TT6_cut,CA1,3,2153610603,PYR,12.9231,0.1274,0.1994,330.7087,-0.2777,0.0602,325,0.6614,0.1174,0.3077,35.0769,12.3077,0.1547,19.6124,4.906,8179.2113,75.0,1.6252,33.7719,8.0579,0.5538,2.4,53,14.0,8.0,,,,,,,,,,,,,,,,,,Exc
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT2_cut,CA1_dist,3,2565928203,PYR,19.4048,0.1288,0.1732,283.4646,-0.4876,0.0508,840,7.5875,0.466,0.2381,5.4762,0.0,0.4526,12.4832,4.313,2147.7066,87.0,2.8956,19.645,7.953,0.2393,2.3103,63,21.0,3.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT3_cut,CA1_inter,2,2565928302,PYR,10.2545,0.1033,0.1449,314.9606,-0.4259,0.046,4086,34.2719,2.2665,0.4161,9.3245,6.045,0.2237,15.1326,4.625,440.9649,709.0,23.5971,2.5425,11.8684,0.4058,2.3385,518,150.0,33.0,8.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT3_cut,CA1_inter,3,2565928303,PYR,10.5199,0.1803,0.2493,236.2205,-0.4469,0.0751,4078,33.7245,2.2621,0.1471,17.9009,15.3507,0.107,22.6576,4.5,438.8362,652.0,21.7,2.6897,8.2335,0.3678,2.3006,489,132.0,29.0,2.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT4_cut,CA1_prox,1,2565928401,PYR_nWf,4.7551,0.2446,0.3486,188.9764,-0.403,0.0973,5636,16.4527,3.1263,0.0177,17.9915,13.3428,0.0476,32.9975,4.375,319.4136,621.0,20.6683,2.8949,4.8446,0.2213,2.0081,616,5.0,,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT4_cut,CA1_prox,2,2565928402,PYR,8.869,0.2308,0.3414,385.8268,-0.3519,0.1008,1229,3.0883,0.6817,0.0814,25.6306,16.6802,0.4277,13.0484,5.625,1463.2899,195.0,6.49,8.5704,7.7986,0.3523,2.2205,157,34.0,3.0,1.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT4_cut,CA1_prox,4,2565928404,PYR,9.8059,0.1148,0.1623,330.7087,-0.4147,0.0469,3967,34.0536,2.2005,0.3025,11.3436,4.9912,0.228,15.401,5.125,454.1099,570.0,18.9709,3.1215,8.0394,0.3423,2.3825,419,107.0,29.0,10.0,3.0,1.0,1.0,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT4_cut,CA1_prox,5,2565928405,PYR,14.3862,0.148,0.2111,267.7165,-0.4025,0.0623,1849,14.4271,1.0256,0.1082,6.9227,4.7593,0.2387,15.0916,4.25,973.3134,209.0,6.956,8.5706,8.1494,0.2564,2.2679,163,38.0,6.0,2.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT4_cut,CA1_prox,6,2565928406,PYR,11.4428,0.1427,0.2153,236.2205,-0.3258,0.0643,2814,29.0152,1.5604,0.0,22.2459,13.5039,0.1753,16.3855,5.5,640.7446,446.0,14.8439,4.0424,8.0415,0.3632,2.2915,340,86.0,16.0,4.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT4_cut,CA1_prox,7,2565928407,PYR,10.5802,0.099,0.1468,267.7165,-0.3494,0.0444,293,0.5811,0.1625,0.0,16.3823,21.1604,0.8292,11.5864,3.844,6150.2948,47.0,1.5643,35.634,6.2108,0.3413,2.1277,41,6.0,,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT6_cut,CA1_dist,1,2565928601,PYR,15.2651,0.211,0.3007,220.4724,-0.4036,0.0866,2188,14.2119,1.2137,0.3199,21.5265,18.4186,0.1304,18.2063,3.75,820.6011,406.0,13.5126,3.9918,6.61,0.4154,2.2389,321,75.0,8.0,2.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT6_cut,CA1_dist,2,2565928602,PYR,11.7543,0.1691,0.2364,259.8425,-0.4304,0.0694,3386,14.9072,1.8782,0.0295,11.2522,10.3071,0.3386,13.7555,4.625,531.9572,432.0,14.3779,4.1527,8.053,0.3021,2.3681,308,96.0,21.0,7.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT6_cut,CA1_dist,6,2565928606,PYR_nWf,20.9486,0.1959,0.2974,188.9764,-0.3172,0.0769,253,2.3509,0.1403,0.0,16.2055,3.5573,0.0941,24.6165,4.594,6225.7883,18.0,0.5991,76.2059,7.2743,0.1581,2.2222,14,4.0,,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT6_cut,CA1_dist,7,2565928607,PYR,5.8888,0.154,0.2134,228.3465,-0.4434,0.0587,917,4.1098,0.5087,0.1091,9.4875,2.072,0.1981,16.9591,5.469,1960.5363,91.0,3.0287,18.5281,7.6249,0.2225,2.2418,74,13.0,3.0,1.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT8_cut,XX,1,2565928801,PYR_nWf,5.561,0.1667,0.2331,196.8504,-0.4305,0.0658,6078,28.1519,3.3715,0.2632,20.9773,16.535,0.0124,39.6185,4.375,296.5038,1481.0,49.291,1.2011,7.1521,0.535,2.1958,1225,226.0,27.0,2.0,1.0,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT8_cut,XX,3,2565928803,PYR,10.7822,0.1318,0.189,251.9685,-0.3944,0.0568,473,3.4419,0.2624,0.2114,8.8795,7.1882,0.1386,18.1607,13.875,3788.0113,54.0,1.7972,22.9753,7.544,0.2495,2.1852,46,7.0,0.0,1.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT8_cut,XX,4,2565928804,PYR,4.908,0.2275,0.3578,212.5984,-0.2718,0.0986,163,1.964,0.0904,0.0,38.6503,37.4233,0.027,37.2782,5.25,9906.792,36.0,1.1982,34.7759,8.2118,0.5031,2.2778,28,7.0,0.0,1.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,02_S1,TT8_cut,XX,6,2565928806,PYR_nWf,10.4492,0.167,0.2533,188.9764,-0.3191,0.0691,1024,4.6942,0.568,0.0977,24.9023,23.7305,0.4993,12.2236,4.156,1644.3176,181.0,6.0241,9.1697,7.8498,0.4238,2.3978,129,38.0,10.0,2.0,2.0,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT2_cut,CA1_dist,1,2565928201,PYR,8.5131,0.154,0.224,220.4724,-0.3752,0.0652,4358,59.4969,2.2771,0.3212,14.6856,14.089,0.189,16.2444,4.25,438.8052,756.0,23.7007,2.5191,8.2627,0.416,2.3981,533,162.0,44.0,17.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT2_cut,CA1_dist,3,2565928203,PYR,20.1633,0.1323,0.1803,291.3386,-0.4673,0.0533,1225,17.3292,0.6401,0.0816,7.3469,7.3469,0.1728,16.4912,5.625,1536.7045,182.0,5.7057,9.6035,8.8267,0.3608,2.4286,125,40.0,14.0,2.0,1.0,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT3_cut,CA1_inter,2,2565928302,PYR,12.7416,0.1073,0.1508,307.0866,-0.423,0.0471,3932,29.0588,2.0545,0.3306,9.1302,4.6541,0.4388,12.4648,4.844,484.6316,614.0,19.249,3.0821,7.8391,0.3589,2.298,470,110.0,29.0,5.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT3_cut,CA1_inter,3,2565928303,PYR,15.7593,0.2188,0.2815,275.5906,-0.5541,0.0773,349,1.4807,0.1824,0.0,12.6074,12.0344,0.0459,22.4367,4.531,5026.355,61.0,1.9124,15.5728,8.994,0.4241,2.4262,40,16.0,5.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT4_cut,CA1_prox,1,2565928401,PYR_nWf,4.5681,0.2051,0.2815,196.8504,-0.4572,0.0804,6830,24.024,3.5687,0.0878,14.5388,11.3177,0.0478,26.6496,4.625,280.2213,784.0,24.5785,2.4397,5.1744,0.2351,2.0485,751,29.0,3.0,1.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT4_cut,CA1_prox,2,2565928402,PYR,8.5826,0.2434,0.3733,370.0787,-0.3041,0.1086,769,1.4637,0.4018,0.0,26.9181,20.4161,0.2924,14.6569,5.219,2430.3447,109.0,3.4172,16.505,7.2862,0.3069,2.1651,92,16.0,1.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT4_cut,CA1_prox,4,2565928404,PYR,8.4843,0.1421,0.1925,354.3307,-0.4759,0.0551,5905,25.3476,3.0854,0.3048,11.5495,7.79,0.0961,22.1305,3.875,323.6158,1002.0,31.4128,1.8391,7.8722,0.4125,2.4311,674,246.0,63.0,16.0,3.0,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT4_cut,CA1_prox,6,2565928406,PYR,33.6728,0.1417,0.2066,338.5827,-0.3716,0.0656,10507,51.1314,5.4899,0.2665,27.7529,14.6188,0.1446,17.0838,3.875,182.1424,2166.0,67.9043,0.8815,8.0067,0.4783,2.3204,1654,380.0,92.0,31.0,8.0,1.0,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT4_cut,CA1_prox,7,2565928407,PYR,21.1633,0.1164,0.1736,267.7165,-0.3407,0.0535,1427,5.4934,0.7456,0.4205,14.2957,9.11,0.9476,10.6164,4.0,1337.9159,226.0,7.0851,7.6438,6.3738,0.3469,2.1903,187,35.0,4.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT4_cut,CA1_prox,8,2565928408,PYR,10.1286,0.1649,0.2523,314.9606,-0.3066,0.0739,622,0.9915,0.325,0.0,7.074,2.8939,0.7489,10.66,4.188,2999.0555,35.0,1.0973,40.2186,6.8688,0.1238,2.2,29,5.0,1.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT6_cut,CA1_dist,1,2565928601,PYR_nWf,33.3333,0.3243,0.4675,181.1024,-0.3876,0.1236,213,0.3269,0.1113,0.4695,25.8216,14.554,0.0145,27.7965,12.781,8469.0283,30.0,0.9405,51.3342,8.7854,0.338,2.4,21,6.0,3.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT6_cut,CA1_dist,2,2565928602,PYR,14.4826,0.1715,0.2329,283.4646,-0.4729,0.0687,3991,25.6608,2.0853,0.4009,13.0544,11.3004,0.2178,15.9503,3.75,468.5923,647.0,20.2835,2.8553,7.511,0.3779,2.3308,480,123.0,41.0,3.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT6_cut,CA1_dist,7,2565928607,PYR,8.8093,0.1439,0.1975,220.4724,-0.4579,0.0547,1033,4.1677,0.5397,0.0,6.0987,5.5179,0.3998,12.8217,3.563,1844.232,85.0,2.6648,21.3877,7.1415,0.181,2.2,70,13.0,2.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT8_cut,XX,1,2565928801,PYR,7.6617,0.1545,0.2155,220.4724,-0.4341,0.0633,6030,44.8499,3.1507,0.4312,21.4594,17.3134,0.1783,16.8671,4.25,315.4253,1415.0,44.3604,1.3041,7.8891,0.5632,2.4,970,355.0,64.0,22.0,3.0,1.0,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT8_cut,XX,4,2565928804,PYR,30.4688,0.0988,0.1545,377.9528,-0.2789,0.0483,128,0.2968,0.0669,0.0,5.4688,-0.7813,0.561,11.7311,4.969,14484.4678,4.0,0.1254,440.5124,7.3515,0.0703,2.25,3,1.0,,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,04_CNO,TT8_cut,XX,7,2565928807,PYR,13.6929,0.1896,0.274,228.3465,-0.3837,0.0769,964,7.9839,0.5037,0.4149,18.0498,9.1286,0.3594,13.6262,4.625,1936.1027,148.0,4.6398,10.3331,8.036,0.3672,2.3919,105,29.0,13.0,1.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT2_cut,CA1_dist,3,2565928203,PYR,5.9294,0.0576,0.0961,346.4567,-0.1975,0.0329,2749,29.1018,1.3707,0.1819,10.04,3.1284,0.3116,13.8159,3.375,728.6589,422.0,12.6249,4.7187,8.0787,0.3921,2.5545,288,76.0,25.0,25.0,7.0,1.0,,,,,,,,,,,,,,,Inh
