Group,Mouse,Day,Rec.Session,Trial,File,Site,Cell_ID,GCID,Cell_TYPE,% Bad WF,Peak mV,Swing mV,Width usec,Amp. Assym,RMS,train_Nspk,train_FRpeak,train_FRmean,train % ISI < 2ms,train_CSI_swing,train_CSI_peaks,train_Lratio,train_Isol.D,train_ISI_mode_ms,train_ISI_mean_ms,B_num_total,B_num_per_min,B_ibi_sec,B_dur_msec,Nspk_B_Nspk_train_ratio,Spk_per_burst,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Unnamed: 51,Group_Label
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT1_cut,CA1,1,2152454101,PYR_nWf,9.7626,0.2768,0.4342,181.1024,-0.2748,0.118,2612,33.0602,1.049,0.0,31.317,25.1149,0.0134,42.7326,3.75,953.0107,680.0,16.3917,3.6626,7.3327,0.6045,2.3221,499,150.0,24.0,7.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT1_cut,CA1,2,2152454102,PYR,6.8401,0.167,0.2393,212.5984,-0.3955,0.0628,6535,48.5009,2.6255,0.0765,42.2494,34.6595,0.0074,35.9684,3.75,380.8895,2114.0,50.9589,1.1772,7.303,0.7842,2.4243,1394,574.0,119.0,23.0,4.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT1_cut,CA1,3,2152454103,PYR_nWf,2.7569,0.2132,0.3157,188.9764,-0.3507,0.0907,1995,17.656,0.8015,0.0,19.6491,15.3383,0.0791,36.399,4.0,1234.695,294.0,7.087,8.3175,6.7795,0.3188,2.1633,249,42.0,3.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT1_cut,CA1,6,2152454106,PYR,2.9138,0.0837,0.1131,338.5827,-0.48,0.0331,13522,37.0757,5.4326,0.3402,21.1285,17.2829,0.4034,12.7944,4.25,184.0591,3078.0,74.1966,0.8086,7.8996,0.542,2.3811,2183,687.0,146.0,54.0,8.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT2_cut,CA1,1,2152454201,PYR,12.8106,0.1709,0.2828,291.3386,-0.2088,0.0902,3864,20.3556,1.5524,0.0518,23.1366,9.2133,0.029,37.861,5.625,640.1151,533.0,12.8482,4.2395,8.0258,0.2899,2.1013,490,34.0,7.0,2.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT2_cut,CA1,2,2152454202,PYR,11.2951,0.176,0.236,307.0866,-0.4915,0.067,7490,40.2888,3.0092,0.1068,11.4686,10.721,0.0446,24.4942,4.219,332.3376,1332.0,32.1084,1.8661,7.2007,0.396,2.2267,1080,210.0,34.0,8.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT2_cut,CA1,4,2152454204,PYR,7.2558,0.1986,0.2908,346.4567,-0.3662,0.0832,3542,13.5715,1.423,0.0282,21.4003,22.0215,0.0657,27.1385,5.375,702.3625,696.0,16.7774,3.5568,7.0524,0.4051,2.0618,656,38.0,1.0,1.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT2_cut,CA1,6,2152454206,PYR,22.5837,0.1666,0.2709,346.4567,-0.2301,0.0829,6270,32.9776,2.519,0.4306,18.2935,8.8517,0.7089,10.3797,3.75,392.3717,970.0,23.3823,2.4969,6.9141,0.3494,2.2588,750,191.0,27.0,2.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT3_cut,CA1,2,2152454302,PYR,4.2498,0.143,0.208,456.6929,-0.3756,0.0646,1553,7.8007,0.6239,0.0644,34.5782,35.0934,0.1078,17.7062,4.875,1603.0113,419.0,10.1002,5.9462,6.8865,0.5873,2.1766,349,66.0,4.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT3_cut,CA1,3,2152454303,PYR,1.0142,0.0873,0.1215,488.189,-0.4364,0.0339,3451,10.2435,1.3865,0.0869,11.8227,8.5772,0.1075,21.6518,7.094,721.3304,681.0,16.4158,3.654,8.8691,0.4633,2.348,489,154.0,32.0,5.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT3_cut,CA1,4,2152454304,PYR,6.9146,0.1571,0.2091,307.0866,-0.5024,0.0588,10514,69.4454,4.2237,0.0476,21.2764,19.6975,0.0206,30.3029,4.125,236.7546,2319.0,55.9005,1.0737,7.2218,0.4926,2.2333,1866,380.0,61.0,10.0,1.0,1.0,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT3_cut,CA1,5,2152454305,PYR,4.1126,0.2047,0.3452,330.7087,-0.1859,0.0961,9094,24.7011,3.6536,0.033,13.9762,11.0293,0.0495,23.6168,7.625,273.5923,391.0,9.4252,6.27,7.8096,0.087,2.023,383,7.0,1.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT3_cut,CA1,6,2152454306,PYR_nWf,15.7753,0.1771,0.267,196.8504,-0.3268,0.0746,13705,38.4623,5.5049,0.1313,38.4823,32.4845,0.0448,22.7242,4.875,181.5992,2927.0,70.5566,0.8505,7.2113,0.4613,2.1599,2523,352.0,42.0,8.0,2.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT3_cut,CA1,7,2152454307,PYR,5.6,0.2282,0.3348,362.2047,-0.3632,0.0998,2250,21.8562,0.904,0.0,34.6222,29.2889,0.2009,15.2558,4.0,1089.8226,425.0,10.2448,5.636,7.3667,0.4262,2.2565,329,85.0,9.0,2.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT3_cut,CA1,8,2152454308,PYR,7.9126,0.2097,0.2636,488.189,-0.591,0.0762,4575,50.4859,1.838,0.1093,18.7541,13.1585,0.0979,20.4594,5.625,542.8836,655.0,15.7891,3.55,7.7527,0.3156,2.2046,532,114.0,7.0,2.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT5_cut,CA1,1,2152454501,PYR_nWf,11.4027,0.2449,0.3247,196.8504,-0.5086,0.0879,7165,18.1093,2.8786,0.014,14.9616,13.2868,0.0452,41.5067,5.5,347.3781,1181.0,28.4685,2.1032,7.764,0.3608,2.1888,993,156.0,29.0,3.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT5_cut,CA1,2,2152454502,PYR,14.4928,0.2043,0.3102,307.0866,-0.317,0.0951,10488,21.8399,4.2136,0.0953,29.7197,25.6007,0.0798,23.1536,3.875,237.3058,1931.0,46.5476,1.2873,6.2584,0.3917,2.1274,1719,184.0,22.0,6.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT5_cut,CA1,3,2152454503,PYR,8.4071,0.2107,0.2904,385.8268,-0.4508,0.0851,2034,18.0467,0.8172,0.0983,18.5841,27.7286,0.0624,27.3958,4.0,1222.6905,535.0,12.8964,4.6541,8.5959,0.6681,2.5402,335,133.0,50.0,14.0,2.0,0.0,1.0,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT5_cut,CA1,5,2152454505,PYR,13.1163,0.1827,0.2907,283.4646,-0.2569,0.0863,6389,12.2437,2.5664,0.0,42.5106,30.4899,0.1043,33.1702,4.75,389.6397,1422.0,34.2779,1.7483,7.0241,0.4929,2.2145,1161,223.0,33.0,4.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT5_cut,CA1,7,2152454507,PYR,20.771,0.1732,0.2752,314.9606,-0.2592,0.083,1271,3.5267,0.5098,0.0,29.1896,21.9512,0.3427,14.1031,3.656,1958.8482,217.0,5.2309,11.5027,6.1743,0.3832,2.2442,172,38.0,6.0,1.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT5_cut,CA1,8,2152454508,PYR,19.0254,0.1609,0.2366,212.5984,-0.3595,0.0652,1929,20.6769,0.775,0.0518,10.8346,9.4868,0.3727,13.33,4.469,1285.6872,283.0,6.8218,8.6585,7.1713,0.3276,2.2332,229,45.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT5_cut,CA1,9,2152454509,PYR,25.4457,0.2904,0.4446,314.9606,-0.3063,0.1229,617,2.4354,0.2479,0.0,20.9076,10.2107,0.3024,14.5524,4.594,4036.3714,86.0,2.0731,28.9978,6.8902,0.2998,2.1512,73,13.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT5_cut,CA1,10,2152454510,PYR,14.5201,0.1501,0.2118,354.3307,-0.417,0.0651,4876,17.2821,1.959,0.1436,13.3306,13.5357,0.6599,10.8175,4.5,510.3931,620.0,14.9454,4.0144,6.7252,0.2744,2.1581,540,65.0,13.0,1.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT6_cut,CA1,1,2152454601,PYR,7.52,0.1464,0.1942,299.2126,-0.5073,0.0563,7633,39.1892,3.0666,0.4716,11.8302,9.1052,0.3572,13.1798,4.125,325.9627,1366.0,32.928,1.8225,7.1076,0.4031,2.2526,1081,238.0,35.0,11.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,02_S1,TT6_cut,CA1,3,2152454603,PYR,7.0977,0.1797,0.2617,307.0866,-0.3731,0.0765,3635,14.5307,1.4604,0.0825,19.6424,14.9106,0.108,20.8692,3.781,684.8089,664.0,16.006,3.7497,6.5215,0.397,2.1732,560,95.0,7.0,2.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT1_cut,CA1,1,2152454101,PYR_nWf,12.303,0.2679,0.4257,181.1024,-0.2587,0.1179,3300,44.6338,1.7609,0.0303,38.6061,29.2121,0.0121,34.9867,3.875,563.411,888.0,28.4312,2.0912,6.8405,0.6164,2.2905,676,177.0,25.0,9.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT1_cut,CA1,2,2152454102,PYR,4.0051,0.1316,0.173,314.9606,-0.5219,0.0477,2347,21.7736,1.2524,0.0852,20.7499,14.7848,0.0333,35.5145,4.125,794.3263,499.0,15.9765,3.7345,7.1295,0.4785,2.2505,393,91.0,11.0,4.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT1_cut,CA1,3,2152454103,PYR,7.4425,0.1746,0.2517,212.5984,-0.3872,0.0778,3480,40.97,1.857,0.0,28.2759,21.0345,0.0375,40.7473,3.625,531.271,751.0,24.0449,2.4554,7.7826,0.5195,2.4075,516,175.0,50.0,9.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT1_cut,CA1,5,2152454105,PYR,8.4791,0.1499,0.2072,299.2126,-0.4473,0.0596,743,8.143,0.3965,0.1346,8.0754,7.8062,0.1074,19.0028,5.781,2515.4299,113.0,3.6179,16.5438,9.2231,0.3715,2.4425,72,34.0,6.0,0.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT1_cut,CA1,6,2152454106,PYR,2.6729,0.0673,0.0879,377.9528,-0.5316,0.0252,3629,8.1457,1.9365,0.1653,5.3734,2.6729,0.5875,11.3548,4.875,516.4165,404.0,12.9349,4.6277,7.5052,0.2477,2.2252,329,61.0,12.0,2.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT1_cut,CA1,9,2152454109,PYR,3.4332,0.1026,0.1414,314.9606,-0.4505,0.0405,1369,9.0093,0.7305,0.073,10.1534,7.962,0.1767,16.125,6.375,1356.2089,184.0,5.8912,10.0256,7.713,0.2936,2.1848,152,30.0,2.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT2_cut,CA1,1,2152454201,PYR,9.5393,0.1601,0.2631,314.9606,-0.217,0.0805,3386,13.5428,1.8068,0.0,33.4908,21.0278,0.0876,34.987,6.0,553.0495,781.0,25.0054,2.3284,8.1992,0.5112,2.2164,642,111.0,26.0,2.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT2_cut,CA1,2,2152454202,PYR,8.7504,0.1705,0.2318,291.3386,-0.4717,0.0654,6034,27.9078,3.2199,0.1823,11.1203,8.767,0.066,23.2081,4.0,310.352,958.0,30.6724,1.9552,6.9811,0.3484,2.1942,806,129.0,17.0,2.0,3.0,1.0,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT2_cut,CA1,3,2152454203,PYR_nWf,16.3125,0.2432,0.3618,188.9764,-0.3443,0.1012,4377,37.4974,2.3356,0.4341,23.5093,16.7009,0.2228,15.9935,4.25,427.944,811.0,25.9659,2.3045,7.0325,0.4263,2.3009,608,168.0,30.0,4.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT2_cut,CA1,4,2152454204,PYR,3.8109,0.1742,0.2487,385.8268,-0.4008,0.0728,2073,3.6358,1.1062,0.0,14.4235,15.2918,0.4766,12.0474,6.25,898.8954,262.0,8.3885,7.0699,6.8477,0.2595,2.0534,248,14.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT2_cut,CA1,6,2152454206,PYR,26.0372,0.19,0.3077,220.4724,-0.2352,0.0897,4194,23.0422,2.238,0.453,28.8984,13.7816,0.449,12.6339,4.0,446.6187,824.0,26.3821,2.1688,6.9201,0.4483,2.2816,626,171.0,21.0,5.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT3_cut,CA1,4,2152454304,PYR,8.037,0.1509,0.2005,299.2126,-0.5049,0.0559,7565,47.4473,4.0368,0.1851,13.6946,13.351,0.075,20.6299,4.875,247.6753,1424.0,45.5924,1.3162,7.3487,0.4186,2.224,1160,216.0,42.0,5.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT3_cut,CA1,5,2152454305,PYR,4.4555,0.1561,0.2703,330.7087,-0.155,0.0766,7833,24.2401,4.1798,0.0255,13.8644,9.9068,0.0203,29.3937,10.625,239.2321,405.0,12.9669,4.6112,7.9862,0.1065,2.0593,384,18.0,3.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT3_cut,CA1,6,2152454306,PYR_nWf,10.5319,0.1925,0.2874,188.9764,-0.3399,0.0773,6618,36.8491,3.5315,0.1813,37.6851,30.4322,0.0787,19.7539,4.0,282.8987,1457.0,46.649,1.284,7.2202,0.4801,2.1805,1227,203.0,24.0,1.0,1.0,1.0,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT3_cut,CA1,7,2152454307,PYR,4.2893,0.1574,0.2354,464.5669,-0.3372,0.0729,3567,16.6784,1.9034,0.028,26.1284,21.4186,0.1671,18.1729,4.25,521.9413,590.0,18.8901,3.1354,6.9441,0.3605,2.1797,493,88.0,9.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT3_cut,CA1,8,2152454308,PYR_nWf,8.1808,0.2085,0.2594,181.1024,-0.6077,0.0726,929,14.6666,0.4957,0.1076,7.9656,2.5834,0.1566,18.5587,4.125,2005.1568,111.0,3.5539,15.9505,7.8015,0.267,2.2342,90,16.0,5.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT5_cut,CA1,1,2152454501,PYR_nWf,10.7481,0.2536,0.334,196.8504,-0.5187,0.0916,6978,24.9395,3.7231,0.0,16.4517,15.4486,0.035,47.8372,4.656,267.8628,1223.0,39.1569,1.4959,7.2184,0.3769,2.1504,1069,129.0,21.0,3.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT5_cut,CA1,2,2152454502,PYR,12.7973,0.2145,0.3284,307.0866,-0.3062,0.0988,7400,23.0944,3.9488,0.0946,33.2838,26.1486,0.1076,19.2463,3.875,253.1139,1444.0,46.2327,1.2956,6.3477,0.4195,2.1496,1258,166.0,15.0,2.0,1.0,2.0,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT5_cut,CA1,5,2152454505,PYR,48.5106,0.1647,0.3089,275.5906,-0.0666,0.0918,705,3.8475,0.3762,0.0,35.8865,32.766,0.0215,33.6557,4.25,2616.716,133.0,4.2583,7.4312,7.9192,0.4113,2.1805,111,20.0,2.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT5_cut,CA1,6,2152454506,PYR,16.2706,0.1465,0.2009,283.4646,-0.4585,0.0578,2483,9.4256,1.325,0.2014,6.0814,3.9066,0.4473,12.8958,4.75,754.2352,273.0,8.7407,6.7971,7.7302,0.2477,2.2527,213,52.0,7.0,1.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT5_cut,CA1,7,2152454507,PYR,18.7817,0.1593,0.2506,401.5748,-0.2716,0.0772,394,0.8781,0.2102,0.2538,14.467,6.8528,0.5492,11.8836,3.5,4757.4984,44.0,1.4088,32.389,5.9573,0.2462,2.2045,35,9.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT5_cut,CA1,8,2152454508,PYR,14.3231,0.188,0.2608,251.9685,-0.4416,0.0753,1529,16.0334,0.8159,0.0654,17.1354,13.7345,0.2758,14.0949,3.75,1214.8923,284.0,9.0929,6.49,6.2869,0.4048,2.1796,241,37.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT5_cut,CA1,9,2152454509,PYR,14.6316,0.2362,0.3709,299.2126,-0.2737,0.104,950,8.0047,0.5069,0.0,37.5789,32.7368,0.1649,18.2954,3.531,1952.7049,203.0,6.4995,8.4946,6.3257,0.4779,2.2365,160,38.0,5.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT5_cut,CA1,10,2152454510,PYR,13.7374,0.1552,0.2177,346.4567,-0.4256,0.0667,2475,17.1263,1.3207,0.2424,17.8586,17.6162,0.524,11.8478,4.875,756.8725,339.0,10.8538,5.2422,6.6814,0.297,2.1681,288,45.0,6.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT5_cut,CA1,11,2152454511,PYR,11.5789,0.2334,0.3733,370.0787,-0.2501,0.1088,380,0.8613,0.2028,0.2632,10.2632,7.1053,0.4824,12.0101,1.531,4755.7553,25.0,0.8004,59.046,6.5912,0.1342,2.04,24,1.0,,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT6_cut,CA1,2,2152454602,PYR,16.5358,0.1034,0.1568,291.3386,-0.3195,0.0483,8914,14.8515,4.7567,0.2131,11.7344,3.9488,0.1943,24.5042,3.5,210.2379,1123.0,35.9552,1.6633,5.5933,0.2627,2.0855,1030,90.0,3.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,04_SALINE,TT6_cut,CA1,3,2152454603,PYR,6.6402,0.2076,0.3022,299.2126,-0.3741,0.087,5798,38.2177,3.0939,0.1552,41.5316,37.7372,0.0151,35.8116,3.75,322.817,1730.0,55.3896,1.0809,5.893,0.6537,2.1908,1436,262.0,29.0,2.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT1_cut,CA1,1,2152454101,PYR_nWf,12.9054,0.2864,0.4731,181.1024,-0.2105,0.1292,4378,29.1696,1.3403,0.0,37.5286,28.2549,0.0331,53.8079,3.906,739.4429,1111.0,20.4076,2.9095,6.874,0.5829,2.297,829,238.0,40.0,4.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT1_cut,CA1,2,2152454102,PYR,20.3678,0.1837,0.2544,291.3386,-0.444,0.0713,1414,36.2556,0.4329,0.0,22.3479,15.983,0.0536,26.4147,4.5,2292.5564,315.0,5.7861,10.2319,6.8985,0.5099,2.2889,240,60.0,14.0,1.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT1_cut,CA1,3,2152454103,PYR_nWf,11.2921,0.177,0.2637,196.8504,-0.3421,0.0795,4605,32.7556,1.4098,0.0,27.6004,22.4321,0.0119,36.587,3.75,699.4519,1021.0,18.7545,3.1448,7.6045,0.5251,2.3683,725,232.0,51.0,10.0,3.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT1_cut,CA1,4,2152454104,PYR,4.0185,0.1259,0.1768,291.3386,-0.4246,0.0512,9954,25.0155,3.0474,0.3617,16.315,12.8993,0.2268,15.2424,4.25,327.8896,2200.0,40.4112,1.484,7.7374,0.5269,2.3841,1555,487.0,123.0,29.0,5.0,1.0,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT1_cut,CA1,5,2152454105,PYR,5.2589,0.1486,0.2061,314.9606,-0.4419,0.0598,9793,17.8123,2.9981,0.0408,32.6866,28.0098,0.0533,33.8299,3.625,333.269,2730.0,50.1466,1.1955,8.6192,0.7013,2.5158,1762,661.0,205.0,76.0,22.0,3.0,1.0,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT1_cut,CA1,8,2152454108,PYR,2.5487,0.0787,0.1053,307.0866,-0.4945,0.0293,4159,13.5246,1.2733,0.2164,5.0733,2.6689,0.2278,14.8571,6.5,784.275,393.0,7.2189,8.2261,7.343,0.2075,2.1959,327,58.0,5.0,3.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT1_cut,CA1,9,2152454109,PYR,7.0067,0.0961,0.1329,307.0866,-0.4468,0.0385,2255,10.4378,0.6904,0.3548,10.1552,4.6563,1.137,10.4207,3.812,1442.2514,267.0,4.9044,11.8899,7.2044,0.259,2.1873,222,40.0,5.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT2_cut,CA1,1,2152454201,PYR,26.3911,0.1919,0.2973,291.3386,-0.2914,0.0898,3145,14.544,0.9628,0.0,31.5421,16.9793,0.0318,34.7557,6.625,1037.1684,725.0,13.3173,4.4466,8.8147,0.5253,2.2786,553,147.0,21.0,3.0,1.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT2_cut,CA1,2,2152454202,PYR,11.6903,0.1605,0.2186,291.3386,-0.4686,0.0615,15346,57.6588,4.6975,0.2411,13.7365,11.7555,0.0397,27.9718,4.0,212.6743,3094.0,56.8328,1.0467,7.5136,0.4593,2.2783,2427,518.0,109.0,35.0,5.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT2_cut,CA1,3,2152454203,PYR_nWf,14.8991,0.2464,0.3615,181.1024,-0.3635,0.0989,3470,18.6193,1.0623,0.0865,18.7896,15.4467,0.1017,20.0029,3.75,933.1723,672.0,12.3438,4.7128,6.5391,0.4297,2.2188,549,100.0,22.0,1.0,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT2_cut,CA1,6,2152454206,PYR_nWf,17.6599,0.194,0.3189,188.9764,-0.2166,0.0878,7316,58.5591,2.2398,0.1914,35.2242,19.3138,0.0555,26.3198,3.781,446.0068,1738.0,31.9248,1.8632,6.9087,0.5526,2.3262,1281,371.0,68.0,14.0,2.0,2.0,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT3_cut,CA1,4,2152454304,PYR,6.9763,0.1334,0.1796,299.2126,-0.4858,0.0502,14836,43.3855,4.542,0.2022,13.2246,10.9463,0.1175,19.3704,4.375,220.1584,2650.0,48.6771,1.23,7.0833,0.3951,2.2121,2183,388.0,65.0,12.0,2.0,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT3_cut,CA1,5,2152454305,PYR,7.6524,0.1016,0.1751,346.4567,-0.1599,0.0517,18295,23.7277,5.6006,0.0164,9.7185,5.947,0.0229,24.428,12.656,178.5377,761.0,13.9786,4.2842,8.1946,0.0854,2.0526,722,38.0,1.0,,,,,,,,,,,,,,,,,,Exc
SST_hM3D,D12-IS215,DAY01,DAY01_2021-03-02_14-24-54,08_S2,TT3_cut,CA1,6,2152454306,PYR_nWf,7.7728,0.1911,0.2824,188.9764,-0.3533,0.0762,12994,43.311,3.9781,0.1616,33.4693,29.3135,0.1286,18.5198,4.031,251.2303,2704.0,49.669,1.2075,6.7585,0.4458,2.1424,2356,313.0,33.0,2.0,,,,,,,,,,,,,,,,,Exc
